"id"	"name"	"url"	"info"	"likes"	"genre"	"img"	"administrators"	"bio"	"albums"	"articles"
9046	"M rock"	"http://www.rockit.it/mrock"	"Band, Trentino Alto Adige"	"0"	"Alternativo, Hard Rock "	"url(/thumb700x250/foto/116328.jpg)"	"[""/user/ledgreen72""]"	"\n<div class=""content-rece""><p>Alternative Hard Rock</p> <p>Dietro la sigla M rock si cela la voce e l&apos;immagine di Pietro Zanetti. Nato artisticamente nel 1979 con una delle prime Punk rock band italiane(Alternative Religion) e dopo aver transitato in altre formazioni come Templebeat e Metal Music Machine, nel 2014 d&#xE0; vita al progetto M Rock. Un ritorno alle sonorit&#xE0; Rock/Hard Rock senza spazio per ricami. Lo slogan di M Rock &#xE8; &quot;SEX FUN ROCK&apos;n&apos;ROLL&quot;.</p></div>\n"	"[{""name"":""Walking Alone"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/31038.jpg"",""link"":""http://www.rockit.it/mrock/album/walking-alone/31038""}]"	"[]"
9047	"M!R!M"	"http://www.rockit.it/mrmband"	"Band, Lucca, Toscana"	"23"	"Sperimentale, Psichedelico, Noise "	"url(/thumb700x250/foto/87556.jpg)"	"[""/news/mrm-heaven-tour-europeo-foto-report"",""/recensione/24270/mrm-heaven"",""/articolo/cosenza-always-never-again"",""/user/mrmband""]"	"\n<div class=""content-rece""><p>M!R!M e&#x300; inizialmente nato come un duo nel 2011 ed ha immediatamente riscosso grande interesse da parte di pubblico e stampa. Oggi M!R!M e&#x300; un ragazzo di 23 anni, chiamato Iacopo Bertelli. La sua musica e&#x300; stata etichettata come &quot;post punk&quot;, nonostante sia difficile rinchiuderla in un determinato genere.<br>\nBertelli ha creato &quot;Heaven&quot; nella sua camera da letto, intrappolato tra quattro mura di solitudine e paura del futuro. Ossessionati dalle chitarre sporche degli Jesus and Mary Chains, i nuovi M!R!M mantengono la potenza e la dinamicita&#x300; dei loro precedenti lavori, ma ne migliorano il sound, aggiungendo l&apos;ingrediente piu&#x300; essenziale del creare buona musica: la Passione.<br>\nHeaven e&#x300; letteralmente l&apos;inferno personale di Bertelli, e tutte le sue canzoni sembrano nutrirsi del suo subconscio, creando un mondo moribondo, volgare e acido, infestato da sussurri che diventano urla ed effetti di chitarra che si fondono con voci interiori e synths.<br>\nHeaven vi sorprendera&#x300; numerose volte. Potreste trovarvi la frenesia dei Suicide, la semplicita&#x300; dei Wire e il nichilismo dei DNA. Potreste anche rimanere sorpresi dal duetto &quot;noir wave&quot; con Nathalie Bruno dei promettenti Phosphor, che da vita ad uno dei momenti piu&#x300; intensi dell&apos;intero LP. Heaven degli M!R!M vale decisamente l&apos;attesa di coloro che gia&#x300; conoscevano la band, ed e&#x300; un&apos;ottima introduzione per tutti coloro che cercano un suono sporco, violento e personale.<br>\nLa copertina e&#x300; stata realizzata dall&apos;artista contemporanea Zigendemonic. Il vinile verra&#x300; stampato in una tiratura limitata di 500 copie numerate a mano ed includera&#x300; un link per il download.<br>\nLiebe Machen e&#x300; il primo singolo tratto dal disco, qui trovate il videoclip diretto da Francesco Lampredi: bit.ly/17BlWsg</p></div>\n"	"[{""name"":""Heaven"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/24270.jpg"",""link"":""http://www.rockit.it/mrmband/album/heaven/24270""},{""name"":""Lost Boys"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/24273.jpg"",""link"":""http://www.rockit.it/mrmband/album/lost-boys/24273""},{""name"":""It's Not Enough Anymore"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/17146.jpg"",""link"":""http://www.rockit.it/mrmband/album/its-not-enough-anymore/17146""},{""name"":""Enjoy your sorrow"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/14898.jpg"",""link"":""http://www.rockit.it/mrmband/album/enjoy-your-sorrow/14898""},{""name"":""Waves for the Masses"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/26431.jpg"",""link"":""http://www.rockit.it/compilation/waves-for-the-masses/26431""},{""name"":""Rockit vol. 55"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/24201.jpg"",""link"":""http://www.rockit.it/compilation/rockit-vol-55/24201""},{""name"":""Rockit Vol 26"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/14888.jpg"",""link"":""http://www.rockit.it/compilation/rockit-vol-26/14888""}]"	"[{""title"":""News - M!R!M!, guarda le foto del tour europeo · Jacopo Bertelli ci racconta con 25 foto il tour europeo degli M!R!M che ha toccato Italia, Belgio, Svezia, Danimarca e Ucraina"",""url"":""http://www.rockit.it/news/mrm-heaven-tour-europeo-foto-report"",""date"":""03/04/2014""},{""title"":""Recensione - Heaven · Rumore e turbolenze, piogge acide e nebbie fitte, nembi temporaleschi e una caduta in picchiata dal Paradiso all'Inferno"",""url"":""http://www.rockit.it/recensione/24270/mrm-heaven"",""date"":""30/12/2013""},{""title"":""Live Report - Cosenza - Always Never Again"",""url"":""http://www.rockit.it/articolo/cosenza-always-never-again"",""date"":""07/10/2011""},{""title"":""Recensione - It's Not Enough Anymore"",""url"":""http://www.rockit.it/recensione/17146/mrm-its-not-enough-anymore"",""date"":""19/10/2011""},{""title"":""Recensione - Enjoy your sorrow"",""url"":""http://www.rockit.it/recensione/14898/mrm-enjoy-your-sorrow"",""date"":""16/02/2011""}]"
9048	"M.A.D."	"http://www.rockit.it/mad"	"Band, Toscana"	"0"	"Grunge, Hard Rock "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/recensione/1300/mad-st""]"	"\n<div class=""content-rece""></div>\n"	"[{""name"":""s/t"",""date"":"" 2001 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/mad/album/st/1300""}]"	"[{""title"":""Recensione - s/t"",""url"":""http://www.rockit.it/recensione/1300/mad-st"",""date"":""01/07/2001""}]"
9049	"M.A.D.D."	"http://www.rockit.it/madd1"	"Band, Campania"	"0"	"Sperimentale, Rock "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/user/madd1""]"	"\n<div class=""content-rece""></div>\n"	"[]"	"[]"
9050	"M.A.L.A.R.MA"	"http://www.rockit.it/malarma"	"Band, Sicilia"	"0"	"Rock "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/user/malarma""]"	"\n<div class=""content-rece""><p>LA BAND E&apos; NATA NEL SETTEMBRE DEL 2002 E DA SUBITO SI E&apos; VOLUTA PROPORRE COME BAND DI RISVEGLIO DELLE PICCOLE QUOTIDIANITA&apos; DI UN PAESE QUALSIASI IN UNA SICILIA DA SCOPRIRE...COSI&apos; ABBIAMO DECISO DI CREARE PEZZI NOSTRI CHE POTESSERO RIVELARE COSA ACCADE AI GIOVANI DI C.D. &quot;PROVINCIA&quot;....SIAMO UNA BAND CON TANTISSIMA VOGLIA DI MIGLIORARE LA NOSTRA MUSICA E LA NOSTRA TERRA!!!!</p></div>\n"	"[]"	"[]"
9051	"M.A.Y.A."	"http://www.rockit.it/maya"	"Band, Livorno, Toscana"	"0"	"Alternativo, Indie, Rock "	"url(/thumb700x250/foto/121469.jpg)"	"[]"	"\n<div class=""content-rece""><p>Alternative Indie Rock Voce Femminile</p> <p>Il quartetto M.A.YA ha origine da un esperimento inizialmente voluto da Mattia Salvadori e Federico Spina, rispettivamente batterista e bassista, con l&apos;intenzione di suonare come power-duo. Il progetto non ha tardato per&#xF2;, nella sua evoluzione, a sentire l&apos;urgenza di una voce che caratterizzasse i brani e di una chitarra che li arricchisse. Ecco delinearsi la formazione uf&#xFB01;ciale della band: Mattia Salvadori alla batteria; Federico Spina al basso; Serena Marconi alla voce e Francesco Salvadori alla chitarra. Dalla &#xFB01;ne del 2014 a circa met&#xE0; del 2015 la band si rinchiude nello &#x201C;Shed Studio&#x201D; per la scrittura dell&#x2019; &#x201C;A Ep&#x201D;, con l&apos;intenzione di creare qualcosa di pi&#xF9; personale possibile. Da qui in poi la musica dei M.A.Y.A si &#xE9; sfacciatamente avviata verso nuovi lidi esplorativi, muovendosi tra le in&#xFB02;uenze del rock alternativo al post rock e al post punk. A chi ci chiede la de&#xFB01;nizione del genere musicale che suoniamo, a noi piace rispondere: &quot;Siamo noi&quot;.</p></div>\n"	"[{""name"":""A Ep"",""date"":"" 2016 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/33648.jpg"",""link"":""http://www.rockit.it/maya/album/a-ep/33648""}]"	"[]"
9052	"M.A.Y.A."	"http://www.rockit.it/mayaband"	"Band, Cecina/Castiglioncello (LI), Toscana"	"0"	"Indie, Alternativo, Post-Rock "	"url(/thumb700x250/foto/118082.jpg)"	"[""/user/shedofnoiz""]"	"\n<div class=""content-rece""><p>La musica dei M.A.Y.A si &#xE9; sfacciatamente avviata verso nuovi lidi esplorativi, a voi &quot;A&quot; Ep.</p> <p>Il quartetto M.A.YA ha origine da un esperimento inizialmente voluto da Mattia Salvadori e Federico Spina, rispettivamente batterista e bassista, con l&apos;intenzione di suonare come power-duo.<br>\nIl progetto non ha tardato per&#xF2;, nella sua evoluzione, a sentire l&apos;urgenza di una voce che caratterizzasse i brani e di una chitarra che li arricchisse.<br>\nEcco delinearsi la formazione ufficiale della band:<br>\nMattia Salvadori alla batteria; Federico Spina al basso; Serena Marconi alla voce e Francesco Salvadori alla chitarra.<br>\nDalla fine del 2014 a circa met&#xE0; del 2015 la band si rinchiude nello &#x201C;Shed Studio&#x201D; per la scrittura dell&#x2019; &#x201C;A Ep&#x201D;, con l&apos;intenzione di creare qualcosa di pi&#xF9; personale possibile.<br>\nDa qui in poi la musica dei M.A.Y.A si &#xE9; sfacciatamente avviata verso nuovi lidi esplorativi, muovendosi tra le influenze del rock alternativo al post rock e al post punk.<br>\nA chi ci chiede la definizione del genere musicale che suoniamo,<br>\na noi piace rispondere:<br>\n&quot;Siamo noi&quot;.</p></div>\n"	"[{""name"":""\"A\" Ep"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/32971.jpg"",""link"":""http://www.rockit.it/mayaband/album/a-ep/32971""}]"	"[]"
9053	"M.A.Z.C.A."	"http://www.rockit.it/mazca"	"Band, Marche"	"0"	"Post-Rock "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/recensione/7739/mazca-fist-hour-of-summer"",""/recensione/2872/mazca-st""]"	"\n<div class=""content-rece""><p>Sperimentazione e voglia di rigenerarsi continuamente. Questo sono i m.a.z.c.a. la loro musica &#xE8; un mantra avvolgente dove materiche pennellate di chitarra si intrecciano a solide linee di basso e roboanti ritmiche, impreziosite da accattivanti arrangiamenti analogico-digitali. Genere rock da camera. Nasciamo a Senigallia (AN) nel 1998 e da allora abbiamo accumulato pi&#xF9; di 50 esibizioni live comprendenti concorsi, locali e spalle a gruppi pi&#xF9; importanti. Abbiamo all&#x2019;attivo due cd auto prodotti (l&#x2019;omonimo &#x201C;M.A.Z.C.A.&#x201D; registrato nel 2000 e &#x201C;1000&#x201D; uscito nell&#x2019;inverno 2003 ).</p></div>\n"	"[{""name"":""Fist Hour of Summer"",""date"":"" 2007 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/7739.jpg"",""link"":""http://www.rockit.it/mazca/album/fist-hour-of-summer/7739""},{""name"":""s/t"",""date"":"" 2003 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/mazca/album/st/2872""}]"	"[{""title"":""Recensione - Fist Hour of Summer"",""url"":""http://www.rockit.it/recensione/7739/mazca-fist-hour-of-summer"",""date"":""20/03/2008""},{""title"":""Recensione - s/t"",""url"":""http://www.rockit.it/recensione/2872/mazca-st"",""date"":""07/12/2003""}]"
9054	"m.angelieri"	"http://www.rockit.it/angelieri"	"Band, Roma, Lazio"	"0"	"Lo-Fi, Indie, Alternativo "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/user/angelieri""]"	"\n<div class=""content-rece""><p>M. Angelieri &#xE8; un uruguayano nato per sbaglio a Roma da genitori italiani. Non appena ha compiuto la maggiore et&#xE0; si &#xE8; trasferito a Montevideo. Ha passato circa 14 anni cercando di convincere le autorit&#xE0; competenti che il suo luogo di nascita era un errore fatto da dio, o da chi ne fa le veci. Le autorit&#xE0; competenti uruguayane non si sono fatte convincere. Durante questi anni ha publicato quattro dischi con il gruppo Exilio Psiquico. Tornato in Italia ha passato gli ultimi 5 anni cercando di ottenere il permesso di soggiorno. Non ci &#xE8; ancora riuscito. Attualmente vive a Roma nello Studio Mobile Sertalina. Ha appena finito il suo nuovo album &quot;Fatto in casa&quot;</p></div>\n"	"[]"	"[]"
9055	"M.G.F."	"http://www.rockit.it/MGF"	"Band, Lecce, Puglia"	"0"	"Rock, Rap, Electro "	"url(/thumb700x250/foto/68668.jpg)"	"[""/recensione/20767/mgf-1000-fahrenheit-ep2012"",""/user/MGF""]"	"\n<div class=""content-rece""><p>MGF - Garnet</p> <p>MGF garnet <br>\nIl 27 marzo del 2008 &#xE8; la data in cui da un palco del sud Salento nascono ufficialmente gli MGF (Garnet), esibendo gi&#xE0; dal primo minuto di live una grinta sonora che tutt&#x2019;ora li contraddistingue! Quel giorno per la prima volta in formazione completa, sfoderano un sound sorprendente originale ed innovativo che non segue le mode, scivola con eleganza tra generi e classificazioni, adagiandosi su una dimensione esclusiva ed insolita per il territorio. Rock e Rap miscelati ad arte, attraverso le due prime voci, Navi (rap-sample) ed Eleonora  Passaseo (voce), il tutto supportato da un&apos;eccellente sezione ritmica: Gianmarco Serra (batteria), Tony Apruzzi (basso), Max Ratano (chitarre). <br>\nImportante e significativa tappa per la band avviene il 3 luglio del 2010 a Venezia in occasione dell&#x2019; HEINEKEN JAMMIN FESTIVAL ,si esibiscono come vincitori del &quot;Heineken Contest 2010&quot; organizzato da ROCKTV come  supporter live di AEROSMITH, CRANBERRIES e STEREOPHONICS.<br>\nNei primi 3 anni di attivit&#xE0; condividono il palco con  vari artisti italiani quali J-AX (ex ARTICOLO 31), GEMELLI DIVERSI, REZOPHONIC, PINO SCOTTO, APRES LA CLASSE. <br>\nContest e festival musicali in tutta italia si susseguono piacevoli riconoscimenti e importanti collaborazioni. Vincitori del I&#xB0; &#x201D;ROCCALLING FESTIVAL&#x201D; (Latina), si esibiscono come ospiti alla MILANO CITY MARATHON 2008 presso l&#x2019;Arena Civica di Milano,suonano sull&#x2019;importante palco di EDISON CHANGE THE MUSIC a Lecce e fanno parte del grande evento a Barletta &#x201D;MUSIC FOR DARFUR&#x201D; con AndroID (NEGRAMARO) testimonial.<br>\nVincono arrivando a suonare al concerto finale di AMNESTY INTERNATIONAL &#x201C;Voci Per La Libert&#xE0; - Una canzone per Amnesty 2010&#x201D; a Rovigo e vengono inseriti nella loro compilation. <br>\nPartecipano a vari programmi televisivi, tra cui &quot;DATA BASE&#x201D; e &#x201C;SALAPROVE&#x201D; su ROCK TV (SKY), oltre ad essere presenti in vari passaggi radiofonici, il pi&#xF9; importante tra i quali, sulla storica RADIOREVERB emittente radiofonica LONDINESE.<br>\nL&apos;impegno sociale dei GARNET &#xE8; sempre stato un aspetto molto apprezzato della band. <br>\nIl brano &quot;Distanze&quot;, infatti, &#xE8; stato premiato come una delle migliori canzoni italiane scritte sulla crisi umanitaria della regione del DARFUR. <br>\nLo scottante ed attuale tema della pedofilia, inoltre, viene affrontato nel testo di &quot;Negli occhi&quot;, brano che i GARNET hanno composto e realizzato a favore dell&apos; Associazione Nazionale no-profit CIATDM divenendo soci onorari e testimonial della lotta contro gli abusi ai minori.<br>\nIl 3 Novembre 2012 &#xE8; uscito l&#x2019;EP omonimo 1000 &#xB0;Fahrenheit, scaricabile gratis dal sito <a href=""http://www.garnetmusic.com"" target=""_blank"" rel=""nofollow"">www.garnetmusic.com</a> e da tutti i canali ufficiali della band.</p></div>\n"	"[{""name"":""1000 °FAHRENHEIT Ep2012"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/20767.jpg"",""link"":""http://www.rockit.it/MGF/album/1000-fahrenheit-ep2012/20767""}]"	"[{""title"":""Recensione - 1000 °FAHRENHEIT Ep2012 · Rock e rap s'incontrano nell'EP dei Garnet"",""url"":""http://www.rockit.it/recensione/20767/mgf-1000-fahrenheit-ep2012"",""date"":""29/11/2012""}]"
