"id"	"name"	"url"	"info"	"likes"	"genre"	"img"	"administrators"	"bio"	"albums"	"articles"
3610	"Demon Box"	"http://www.rockit.it/demonbox"	"Band, Sicilia"	"0"	"Noise, Grunge "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[]"	"\n<div class=""content-rece""></div>\n"	"[]"	"[]"
3611	"Demon John"	"http://www.rockit.it/demonjohn"	"Band, Pisa, Toscana"	"0"	"Rock "	"url(/thumb700x250/foto/47036.jpg)"	"[""/recensione/16366/demon-john-carne-ed-ossa"",""/user/demonjohn""]"	"\n<div class=""content-rece""><p>I demon john nascono da un precedente gruppo (guy fawkes), dove militavano Matteo ferretti (basso) Francesco Niccoli (voce e chitarra) e Giovanni boschi (batteria), nel luglio 2009 si aggiunge anche Alberto baroni al sax e sinth. Si formano cosi i demon john con l&apos;attuale formazione. Dopo un periodo di transizione definiscono un sound proprio (o almeno queste sono le nostre intenzioni, poi giudicare sta a gli altri), che gli porta nel gennaio 2011 a registrare un ep con 4 brani inediti, &quot;carne ed ossa&quot;, pubblicato tuttavia solo nel giugno 2011.</p></div>\n"	"[{""name"":""Carne ed ossa"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16366.jpg"",""link"":""http://www.rockit.it/demonjohn/album/carne-ed-ossa/16366""}]"	"[{""title"":""Recensione - Carne ed ossa"",""url"":""http://www.rockit.it/recensione/16366/demon-john-carne-ed-ossa"",""date"":""08/07/2011""}]"
3612	"Demonia Mundi"	"http://www.rockit.it/demoniamundi"	"Band, Calabria"	"0"	"Metal "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[]"	"\n<div class=""content-rece""></div>\n"	"[]"	"[]"
3613	"Demons Come Out At Night"	"http://www.rockit.it/demonscomeoutatnight"	"Band, Lecce, Puglia"	"1"	"Strumentale, Sperimentale, Alternativo "	"url(/thumb700x250/foto/114537.jpg)"	"[""/recensione/29074/demons-come-out-at-night-demons-come-out-at-night"",""/user/Duregar""]"	"\n<div class=""content-rece""><p>Demons Come Out At Night is an experimental music duo from the South of Italy. We like philosophy, cinema and bacon.</p> <p>Siamo un duo di musica sperimentale, i nostri pezzi sono (speriamo per poco) autoprodotti e i nostri testi si rifanno all&apos;opera di grandi filosofi. Ci piace sperimentare, speriamo piaccia anche a voi. Lorenzo abita a Bologna, Gianmarco a Lecce.</p></div>\n"	"[{""name"":""Demons Come Out At Night"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/29074.jpg"",""link"":""http://www.rockit.it/demonscomeoutatnight/album/demons-come-out-at-night/29074""},{""name"":""Innerose"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/30706.jpg"",""link"":""http://www.rockit.it/demonscomeoutatnight/album/innerose/30706""}]"	"[{""title"":""Recensione - Demons Come Out At Night · Giacomo Leopardi e Breakdown"",""url"":""http://www.rockit.it/recensione/29074/demons-come-out-at-night-demons-come-out-at-night"",""date"":""24/07/2015""}]"
3614	"Demood"	"http://www.rockit.it/demood"	"Band, Pisa, Toscana"	"0"	"Punk, New-Wave "	"url(/thumb700x250/foto/32663.jpg)"	"[""/user/demood""]"	"\n<div class=""content-rece""><p>I Demood sono un giovanissimo gruppo pisano in discontinua attivit&#xE0; da circa tre anni nel panorama alternativo toscano. La nuova formazione ne cambia i connotati aggiungendo carica punk e atmosfere dark/wave (EP in elaborazione). I temi rappresentano il lato macabro ed iquietante della quotidianeit&#xE0;, quella che si vuol tenere nascosta: fughe notture alla ricerca di trans e prostitute (Regina), Rave Party (Drum&apos;n&apos;bass night), droga e bravi padri di famiglia che uccidono (I killed my baby)...il resto &#xE8; da scoprire..</p></div>\n"	"[{""name"":""Io Non Mi Pento"",""date"":"" 2010 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/13650.jpg"",""link"":""http://www.rockit.it/demood/album/io-non-mi-pento/13650""},{""name"":""The Mood - Demo 2009"",""date"":"" 2009 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/demood/album/the-mood-demo-2009/12772""}]"	"[]"
3615	"Den"	"http://www.rockit.it/den"	"Band, Sicilia"	"1"	"Hardcore, Crossover, Acustico "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[]"	"\n<div class=""content-rece""></div>\n"	"[]"	"[]"
3616	"Den Van Stanten"	"http://www.rockit.it/denvanstanten"	"Band, Piemonte"	"2"	"Pop, Alternativo, Electro "	"url(/thumb700x250/foto/2635.jpg)"	"[""/recensione/4864/den-van-stanten-nostalgia-davanti-a-un-gasometro-in-disuso"",""/news/2-edizione-emersione-programma"",""/recensione/3397/den-van-stanten-la-testa-del-porcone"",""/user/dn214065v""]"	"\n<div class=""content-rece""><p>Abbiamo cominciato come duo nel 2001 - trio dall&#x2019;ottobre del 2004 - con l&apos;idea di suonare una chitarra acustica, un campionatore e le vecchie tastierine trovate nelle nostre cantine e da l&#xEC; pian piano abbiamo cercato di evolvere il nostro suono.<br>\nAbbiamo autoprodotto 4 album: &quot;1:5&quot; (2001), &quot;2:5&quot; (2002) e &#x201C;La testa del porcone&#x201D; (marzo 2004), Nostalgia davanti a un gasometro in disuso (2005).<br>\nInoltre abbiamo prodotto lo show radiofonico &quot;Den Van Radien&#xA3; tra il 2005 ed il 2006.<br>\n<br>\nCi siamo sciolti nel 2007,dopo avere suonato un centinaio di concerti, e alcuni di noi hanno avuto progetti paralleli (Cantante Dabard, Dj je pijan, i Cedri).<br>\nSiamo tornati in attivit&#xE0; dalla fine estate del 2013.</p></div>\n"	"[{""name"":""Chiedilo al agistrato che c'è in te2"",""date"":"" 2007 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/8172.jpg"",""link"":""http://www.rockit.it/denvanstanten/album/chiedilo-al-agistrato-che-ce-in-te2/8172""},{""name"":""Nostalgia Davanti A Un Gasometro In Disuso"",""date"":"" 2005 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/4864.jpg"",""link"":""http://www.rockit.it/denvanstanten/album/nostalgia-davanti-a-un-gasometro-in-disuso/4864""},{""name"":""La testa del porcone"",""date"":"" 2003 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/denvanstanten/album/la-testa-del-porcone/3397""},{""name"":""2:5"",""date"":"" 2002 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/denvanstanten/album/25/1977""}]"	"[{""title"":""Recensione - Nostalgia Davanti A Un Gasometro In Disuso"",""url"":""http://www.rockit.it/recensione/4864/den-van-stanten-nostalgia-davanti-a-un-gasometro-in-disuso"",""date"":""19/04/2006""},{""title"":""News - 2° edizione di eMeRsIoNe, il programma"",""url"":""http://www.rockit.it/news/2-edizione-emersione-programma"",""date"":""03/06/2005""},{""title"":""Recensione - La testa del porcone"",""url"":""http://www.rockit.it/recensione/3397/den-van-stanten-la-testa-del-porcone"",""date"":""15/09/2004""},{""title"":""News - Il rock emergente a Torino Extrafestival"",""url"":""http://www.rockit.it/news/rock-emergente-torino-extrafestival"",""date"":""20/06/2003""},{""title"":""News - I vincitori di Stati Generali/Arezzo Wave"",""url"":""http://www.rockit.it/news/vincitori-stati-generaliarezzo-wave"",""date"":""04/03/2003""},{""title"":""News - Il programma degli \"Stati Generali del Rock\""",""url"":""http://www.rockit.it/news/programma-stati-generali-rock"",""date"":""17/02/2003""},{""title"":""Recensione - 2:5"",""url"":""http://www.rockit.it/recensione/1977/den-van-stanten-25"",""date"":""20/06/2002""}]"
3617	"Denat"	"http://www.rockit.it/denat"	"Band, Lombardia"	"0"	"Sperimentale, Psichedelico "	"url(/thumb700x250/foto/1222.jpg)"	"[""/news/denat-ed-jerrinez-sullo-stesso-palco"",""/news/alternative-rock-night-allo-spazioaurora"",""/news/novate-milanese-sconcerti-2003"",""/user/denat""]"	"\n<div class=""content-rece""></div>\n"	"[]"	"[{""title"":""News - Denat ed Jerrinez sullo stesso palco"",""url"":""http://www.rockit.it/news/denat-ed-jerrinez-sullo-stesso-palco"",""date"":""09/06/2004""},{""title"":""News - Alternative Rock Night allo Spazio.Aurora"",""url"":""http://www.rockit.it/news/alternative-rock-night-allo-spazioaurora"",""date"":""09/10/2003""},{""title"":""News - A Novate Milanese con Sconcerti 2003..."",""url"":""http://www.rockit.it/news/novate-milanese-sconcerti-2003"",""date"":""05/06/2003""}]"
3618	"Dendrophilia"	"http://www.rockit.it/dendrophilia"	"Band, Piacenza, Emilia Romagna"	"1"	"Alternativo "	"url(/thumb700x250/foto/105649.jpg)"	"[""/recensione/29205/dendrophilia-dendrophilia"",""/user/dendrophilia""]"	"\n<div class=""content-rece""><p>Le Dendrophilia sono una band alternative/stoner della zona fra Pavia e Piacenza.</p> <p>Le Dendrophilia nascono nel 2012 dalle stanche braccia di Beatrice, Sara e Valentina.<br>\nLa cantina di quest&apos;ultima &#xE8; testimone di numerosi tentativi di conciliazione dei differenti gusti musicali delle tre, fino a quando, finalmente, un mishmash di alternative, stoner e garage (nel senso letterale del termine) estremamente rumoroso ne viene ricavato.</p></div>\n"	"[{""name"":""Dendrophilia"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/29205.jpg"",""link"":""http://www.rockit.it/dendrophilia/album/dendrophilia/29205""}]"	"[{""title"":""Recensione - Dendrophilia · \"Dendrophilia\" è interamente caratterizzato da una forte e costante impronta stoner che, prendendo le distanze dalla sua connotazione rock, va ad abbracciare i toni cupi e nebbiosi dello sludge, addensati da una dose di grunge che dà una connotazione a tratti dilatata e ancora più genuinamente rumor"",""url"":""http://www.rockit.it/recensione/29205/dendrophilia-dendrophilia"",""date"":""05/10/2015""}]"
3619	"Dendros"	"http://www.rockit.it/aprofiterol"	"Band, Varese, Lombardia"	"0"	"Rock, Metal, Grunge "	"url(/thumb700x250/foto/19852.jpg)"	"[""/user/aprofiterol""]"	"\n<div class=""content-rece""></div>\n"	"[]"	"[]"
