"id"	"name"	"url"	"info"	"likes"	"genre"	"img"	"administrators"	"bio"	"albums"
76	"201"	"http://www.rockit.it/201"	"Band, Lombardia"	"0"	"Rock, Punk "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[]"	"\n<div class=""content-rece""></div>\n"	"[]"
77	"21g"	"http://www.rockit.it/21g"	"Band, Lombardia"	"0"	"Rock, Elettronico "	"url(/thumb700x250/foto/3845.jpg)"	"[""/recensione/4883/21g-electro-pollution"",""/news/torna-lotus-tour-palco-c-side"",""/user/21g""]"	"\n<div class=""content-rece""><p>Il progetto 21g nasce nel Giugno 2003 quando Davide Scandroglio e Davide Varoli si incontrano per suonare nuovamente insieme. Dopo i primi mesi, dedicati alla stesura dei nuovi pezzi e una lunga serie di provini entra a far parte del gruppo il giovane chitarrista Antonio &quot;Kose&quot; Cosentino con il quale il feeling &#xE8; immediato e il trio comincia a provare con regolarit&#xE0;. La musica che propongono &#xE8; un mix di riff violenti di chitarra ed elettronica; suoni, campioni e basi si legano perfettamente agli strumenti suonati, creando un sound particolare, accattivante e con forti richiami agli anni &apos;80</p></div>\n"	"[{""name"":""Electro Pollution"",""date"":"" 2005 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/4883.jpg"",""link"":""http://www.rockit.it/21g/album/electro-pollution/4883""}]"
78	"22esimo quartiere"	"http://www.rockit.it/22esimoquartiere"	"Band, Sicilia"	"1"	"Rap, Indie, Hip-Hop "	"url(/thumb700x250/foto/80697.jpg)"	"[""/user/pa74music""]"	"\n<div class=""content-rece""><p>Rap e temi sociali per l&apos;hip hop dei 22esimo quartiere</p> <p>I 22esimo Quartiere nascono alla fine del 2007 dall&apos;unione di tre amici, Vis, Jenk e Franky e danno origine ad un progetto &quot;Indagini di ascolto&quot;, un demo che tratta vari contenuti riguardanti il sociale, opportunamente accompagnati da strumentali: Gia&apos;come singoli appassionati di Rap ed Hip hop, Vis &#xE8; da considerarsi il veterano del gruppo,avendo bel oltre 16 anni di esperienza, segue Franky che da circa 12 anni ormai fa parte di questa realta&apos; e Jenk che certamente non e&apos; da meno,anche se pi&#xF9; giovane. Nel 2009 i 22esimo concludono un nuovo lavoro &quot;Resoconto&quot; una demo che non finisce mai di trattare tutti quei problemi reali e giornalieri che riguardano la societ&#xE0;&apos;. Dalla disoccupazione alla politica corrotta, dall&apos;immigrazione,alla mafia...sono questi gli argomenti di cui maggiormente tratta il gruppo, non tralasciando anche parti ironiche, ed argomenti anche piu&apos; semplici. Dall&apos;inizio del 2010,il gruppo ha messo in cantiere un nuovo progetto,&quot; Educazione Cinica&quot; uscito ufficialmente il 24 Marzo 2011 e fruibile in tutti gli store digitali. In questo periodo di produzione il gruppo &#xE8; sempre stato presente a diverse manifestazioni culturali come il No Mafia Day a Reggio Calabria,in alcune facolt&#xE0; universitarie per la contestazione studentesca ed in diversi live in citt&#xE0; come Jesolo,Cosenza,Palermo e nella stessa Sicilia,dove hanno sempre riscosso un buon successo,oltre che per gli argomenti trattati nei brani, anche per un buon carisma ai microfoni.I 22esimo Quartiere continuano la loro attivit&#xE0; di produzione sempre con l&apos;intento e la voglia di lanciare messaggi di protesta e cercare,attraverso la musica,di coinvolgere nuove generazioni e non, nei problemi che tutti i giorni sono presenti in questa societ&#xE0;. Allo stato attuale il gruppo &#xE8; legato a ZM Records .</p></div>\n"	"[{""name"":""L'anno Maya"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/23614.jpg"",""link"":""http://www.rockit.it/22esimoquartiere/album/lanno-maya/23614""}]"
79	"22Grammi"	"http://www.rockit.it/22grammi.the22ndgram"	"Band, Perugia, Umbria"	"0"	"Hard Rock, Cantautore, Blues "	"url(/thumb700x250/foto/123576.jpg)"	"[""/user/GiammarcoJohnnyLou""]"	"\n<div class=""content-rece""><p>Illustri sconosciuti a cui purtroppo piace il Rock&apos;n&apos;roll.</p> <p>Siamo entrati in studio a gennaio 2015 all&#x2019;Urban Records di Perugia, per registrare il nostro primo LP, per un totale di 10 canzoni. La data di pubblicazione dell&#x2019; album &#xE8; prevista per il 22 marzo 2016 (purtroppo le esigenze del &#x201C;doityourself&#x201D; si sono fatte sentire) e si intitoler&#xE0; &#x201C;Il prezzo delle cose&#x201D;, dall&#x2019;omonimo titolo di una delle canzoni.</p></div>\n"	"[{""name"":""Il volo"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/34076.jpg"",""link"":""http://www.rockit.it/22grammi.the22ndgram/album/il-volo/34076""}]"
80	"232 Project"	"http://www.rockit.it/232project"	"Band, Veneto"	"0"	"Cantautore, Progressive, Hard Rock "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/user/232project""]"	"\n<div class=""content-rece""></div>\n"	"[]"
81	"23andBeyondtheInfinite"	"http://www.rockit.it/23andBeyondtheInfinite"	"Band, valle vitulanese (BN), Campania"	"5"	"Psichedelico, Alternativo, Shoegaze "	"url(/thumb700x250/foto/91123.jpg)"	"[""/recensione/27774/23andbeyondtheinfinite-faces-from-the-ancient-gallery"",""/recensione/25648/23andbeyondtheinfinite-dumbo-gets-drunk"",""/user/cosimo.boscaino.1""]"	"\n<div class=""content-rece""><p>here are born the winds and the stars</p> <p>psych,shoegaze,noise and more...</p></div>\n"	"[{""name"":""Loath!!! Insane Mind Festival"",""date"":"" 2016 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/34070.jpg"",""link"":""http://www.rockit.it/23andBeyondtheInfinite/album/loath-insane-mind-festival/34070""},{""name"":""Dumbo gets drunk"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/25648.jpg"",""link"":""http://www.rockit.it/23andBeyondtheInfinite/album/dumbo-gets-drunk/25648""},{""name"":""faces from the ancient gallery"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/27774.jpg"",""link"":""http://www.rockit.it/23andBeyondtheInfinite/album/faces-from-the-ancient-gallery/27774""}]"
82	"23banda"	"http://www.rockit.it/23banda"	"Band, Livorno, Toscana"	"3"	"Lo-Fi "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/user/23banda""]"	"\n<div class=""content-rece""></div>\n"	"[]"
83	"24 Grana"	"http://www.rockit.it/24grana"	"Band, Campania"	"323"	"Rock, Alternativo "	"url(/thumb700x250/foto/92857.jpg)"	"[""/news/tutti-vincitori-delle-targhe-tenco-2011"",""/news/torna-festival-delle-radio-universitarie"",""/news/annunciato-cast-balla-coi-cinghiali"",""/user/24grana"",""/user/24101g""]"	"\n<div class=""content-rece""></div>\n"	"[{""name"":""La stessa barca"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/14828.jpg"",""link"":""http://www.rockit.it/24grana/album/la-stessa-barca/14828""},{""name"":""Ghostwriters"",""date"":"" 2008 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/7935.jpg"",""link"":""http://www.rockit.it/24grana/album/ghostwriters/7935""},{""name"":""Metaversus (cd + dvd)"",""date"":"" 2005 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/4892.jpg"",""link"":""http://www.rockit.it/24grana/album/metaversus-cd-dvd/4892""},{""name"":""Underpop"",""date"":"" 2003 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/2921.jpg"",""link"":""http://www.rockit.it/24grana/album/underpop/2921""},{""name"":""Overground live"",""date"":"" 2002 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/2299.jpg"",""link"":""http://www.rockit.it/24grana/album/overground-live/2299""},{""name"":""K-album"",""date"":"" 2001 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/1255.jpg"",""link"":""http://www.rockit.it/24grana/album/k-album/1255""},{""name"":""VideoKollezione (VHS)"",""date"":"" 2001 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/1750.jpg"",""link"":""http://www.rockit.it/24grana/album/videokollezione-vhs/1750""},{""name"":""Metaversus"",""date"":"" 1999 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/43.jpg"",""link"":""http://www.rockit.it/24grana/album/metaversus/43""},{""name"":""Live"",""date"":"" 1998 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/42.jpg"",""link"":""http://www.rockit.it/24grana/album/live/42""},{""name"":""Mini Cd"",""date"":"""",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/24grana/album/mini-cd/31016""},{""name"":""Spinaples"",""date"":"" 1998 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/606.jpg"",""link"":""http://www.rockit.it/compilation/spinaples/606""}]"
84	"24hours"	"http://www.rockit.it/24hoursband"	"Band, Salerno, Campania"	"1"	"Rock "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/user/24hoursband""]"	"\n<div class=""content-rece""><p>I 24Hours nascono nella primavera del 2002. La prima formazione vede Luciano di Lorenzo, Manuel Mascolo, Flavio Cerrato. Nel 2004 si classifica seconda nella finale regionale all&#x2019;Emergenza Rock Festival; Nel 2005 la band registra il primo EP. Il 2007 &#xE8; un anno importante per il gruppo che intanto continua con numerose esibizioni live, nel maggio &#x2018;07 partecipa al Meeting Del Mare, famosa manifestazione musicale svoltasi nel Cilento. Il 2008 rivede in studio i 24Hours, per un nuovo EP con nuovi arrangiamenti e nuovi brani. Il 1&#xB0; Maggio 2009 esce il loro secondo EP dal titolo &#x201C;24HOURS&#x201D;, nello stesso anno un nuovo componente, Michele Tondini (vecchio amico del gruppo), si aggiunge alla band come bassista. attualmente la band &#xE8; in studio per registrare nuovi brani, anche in italiano!!</p></div>\n"	"[{""name"":""24Hours"",""date"":"" 2009 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/14872.jpg"",""link"":""http://www.rockit.it/24hoursband/album/24hours/14872""}]"
85	"24hours"	"http://www.rockit.it/24hours"	"Band, Lazio"	"0"	"Rock, Alternativo "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/recensione/4499/24hours-24hours-ep""]"	"\n<div class=""content-rece""><p>Elbert Hubbard scrisse :&quot;Chi non comprende il tuo silenzio probabilmente non capir&#xE0; nemmeno le tue parole&quot; Due musicisti,due anime votate a recepire,analizzare e tradurre il linguaggio del vivere in canzoni.Ecco chi sono gli abitanti della &quot;Casa nel silenzio&quot; ecco come intendono la vita e necessariamente l&apos;arte. Questa non e&apos; una biografia dove ci si sofferma su cosa abbiamo fatto e da dove veniamo,questo non e&apos; un curriculum e la musica non e&apos; un mestiere per noi.Questa pagina non e&apos; il nostro personale ufficio di collocamento....... Nella nostra musica piuttosto potrete trovare un personale &#x2026;</p></div>\n"	"[{""name"":""24hours EP"",""date"":"" 2005 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/24hours/album/24hours-ep/4499""}]"
86	"24life"	"http://www.rockit.it/24life"	"Band, Piemonte"	"0"	"Rock, Pop, Elettronico "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[]"	"\n<div class=""content-rece""></div>\n"	"[]"
87	"25000 Volt"	"http://www.rockit.it/25000volt"	"Band, Lombardia"	"0"	"Hard Rock "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[]"	"\n<div class=""content-rece""></div>\n"	"[]"
88	"270bis"	"http://www.rockit.it/270bis"	"Band, Lazio"	"1"	"Rock, Pop, Alternativo "	"url(/thumb700x250/foto/1747.jpg)"	"[""/recensione/734/270bis-incantesimi-damore"",""/user/270bis""]"	"\n<div class=""content-rece""><p>&quot;270 bis &#xE8; l&apos;articolo del Codice Penale italiano che punisce le cosiddette &quot;associazioni sovversive&quot; quelle cio&#xE8; che - secondo la valutazione dei giudici - &quot;mirano al sovvertimento violento delle istituzioni&quot;. Marcello de Angelis aveva cominciato a svolgere &quot;attivit&#xE0; sovversive&quot; poco prima dei quattordici anni, come era normale nell&apos;Italia degli anni settanta. A sedici anni aveva incominciato a suonare la chitarra e comporre canzoni molto influenzate dalle sue &quot;attivit&#xE0;&quot;. Riusc&#xEC; a fare un solo concerto, con due chitarre di accompagnamento, nel 1979. L&apos;anno successivo dovette lasciare casa e ch&#x2026;</p></div>\n"	"[{""name"":""Tracce"",""date"":"" 2007 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/270bis/album/tracce/6365""},{""name"":""Decimo"",""date"":"" 2003 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/270bis/album/decimo/6364""},{""name"":""Incantesimi d'amore"",""date"":"" 2000 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/734.jpg"",""link"":""http://www.rockit.it/270bis/album/incantesimi-damore/734""}]"
89	"2727"	"http://www.rockit.it/2727"	"Band, Sicilia"	"0"	"Rock, Progressive, Etnico "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[]"	"\n<div class=""content-rece""></div>\n"	"[]"
